few_shot_values,classifier,n_repeats_successful,mean_top1_accuracy,std_top1_accuracy,mean_top2_accuracy,std_top2_accuracy,mean_top3_accuracy,std_top3_accuracy,f1_macro,f1_macro_std,f1_weighted,f1_weighted_std,precision_macro,precision_macro_std,recall_macro,recall_macro_std,specificity_macro,specificity_macro_std,balanced_accuracy,balanced_accuracy_std
1,k-Nearest Neighbours,50,0.5553017641597029,0.05384638318899422,0.5862395543175488,0.05886924184245328,0.6393314763231197,0.05011009157870797,0.5269966260933547,0.04725561889607338,0.55765935816993,0.05630348816251686,0.5730089703453382,0.050148322368193936,0.5648528530896819,0.045747404712072254,0.9369674872757463,0.007249498080777144,0.5648528530896819,0.045747404712072254
1,Logistic Regression,50,0.5609656453110493,0.05894021701158139,0.7571773444753948,0.05117949795952956,0.8656267409470751,0.042170097475985734,0.5335564247853831,0.05692349490733794,0.5642283542996485,0.06205786733446118,0.5696964372536961,0.056826765864557024,0.5617122162190021,0.04981758443346847,0.9369784774292836,0.007983704385927166,0.5617122162190021,0.04981758443346847
2,k-Nearest Neighbours,50,0.5423760523854069,0.05654908500446425,0.7848082319925165,0.04670901559887691,0.8058933582787653,0.048383940384216624,0.47887620844919127,0.04431248798121184,0.5146373869641118,0.05824531126625837,0.5673193557803886,0.04638065265447637,0.5410401075836906,0.035693825730226565,0.9332789476575827,0.006957829764016283,0.5410401075836906,0.035693825730226565
2,Logistic Regression,50,0.6422637979420018,0.04943201099927277,0.8175491113189898,0.046603232804522485,0.9081945743685687,0.03509385924317418,0.6216416299293152,0.04458713117322109,0.645305503312822,0.05099125287426879,0.6344522313932387,0.042326268497249894,0.6572280338760517,0.0389513466155889,0.9489827059322059,0.00660547267051662,0.6572280338760517,0.0389513466155889
3,k-Nearest Neighbours,50,0.5851083883129123,0.04113954285823552,0.7726107445805843,0.0348237217917367,0.8862016965127237,0.036349901196948683,0.5518548704424596,0.03743629209824873,0.5820725284207989,0.04980765624699849,0.6125520450629923,0.0368376249420648,0.6067689695768839,0.03004816338942288,0.9414323336005909,0.005688738035071492,0.6067689695768839,0.03004816338942288
3,Logistic Regression,50,0.7013383600377003,0.049381484781428155,0.8707068803016021,0.04119594356236458,0.9449387370405279,0.02735810188676256,0.6908372332686499,0.04242463040578369,0.7065025177118035,0.051155410929247025,0.6967134323790424,0.0388675953686992,0.7210208242376589,0.034376479650414654,0.9573201922634582,0.00669508464158364,0.7210208242376589,0.034376479650414654
5,k-Nearest Neighbours,50,0.6593492822966508,0.039563326950069214,0.8316937799043062,0.038541025959227926,0.9255119617224881,0.027915277999981645,0.6181324991926498,0.028392681368732617,0.6494240080363477,0.037523212065213515,0.6495925264450731,0.02970317113703214,0.6599437375308725,0.024616990026582065,0.9500194590851687,0.00482359331238971,0.6599437375308725,0.024616990026582065
5,Logistic Regression,50,0.7464497607655503,0.03429521955318801,0.9055693779904306,0.029073553120272266,0.9658755980861244,0.017475696493972764,0.7405897672015226,0.031502223182920334,0.7534241416351809,0.033401296585632165,0.7415631909825874,0.030414240197978074,0.767062319893803,0.02715037543812074,0.9637720122829561,0.004660612739820206,0.767062319893803,0.02715037543812074
10,k-Nearest Neighbours,50,0.7361791044776119,0.030791163346071394,0.8867860696517412,0.026273397732877825,0.9529751243781095,0.015336054720550624,0.710075656978484,0.029457137157677633,0.733316363603422,0.03327449113767171,0.7258179847601509,0.0275022346085681,0.7423474708462571,0.024189518669535115,0.9610997087388831,0.004427362054606528,0.7423474708462571,0.024189518669535115
10,Logistic Regression,50,0.8269850746268658,0.023741418639914236,0.9538109452736319,0.015324791561552788,0.9881990049751244,0.005747110704817634,0.8221752556439729,0.019805277226777142,0.8323152840015954,0.022354185149760092,0.8134348766667183,0.019832512418436067,0.8474388474651815,0.016296141300999756,0.9752171560993773,0.0032492997319863346,0.8474388474651815,0.016296141300999756
20,k-Nearest Neighbours,50,0.7974702702702703,0.023878543415511284,0.9278054054054052,0.016248314179003485,0.970054054054054,0.009412858184233623,0.7837340872311432,0.02326580803022606,0.8020776646701486,0.026114868804190814,0.787619363140315,0.02213095212047712,0.8179654594714756,0.018612384107056623,0.9707859581886263,0.0035972482367670647,0.8179654594714756,0.018612384107056623
20,Logistic Regression,50,0.8753945945945945,0.01670864584198552,0.9732324324324325,0.006687200905704162,0.9940972972972973,0.002632249286042552,0.8686279672687691,0.01567784919679641,0.8799189245553127,0.014989433061450915,0.8575781438800503,0.016968398745370542,0.8923120549216322,0.013113879678093562,0.9822026639028367,0.002198947412091987,0.8923120549216322,0.013113879678093562
