train_fraction,classifier,n_folds_used,mean_top1_accuracy,std_top1_accuracy,mean_top2_accuracy,std_top2_accuracy,mean_top3_accuracy,std_top3_accuracy,mean_f1_macro,std_f1_macro,mean_f1_weighted,std_f1_weighted,mean_precision_macro,std_precision_macro,mean_recall_macro,std_recall_macro,mean_specificity_macro,std_specificity_macro,mean_balanced_accuracy,std_balanced_accuracy
0.1,Logistic Regression,50,0.9445062709084098,0.012467534554272406,0.9881474018677103,0.004974930816488527,0.9942516888182793,0.003202000383348664,0.92688924794416,0.020137511268840638,0.9433501525063989,0.012688512332386154,0.9379626903062592,0.0201951425407264,0.929149295204732,0.01933912704497108,0.9987413403198877,0.00028271001692528066,0.929149295204732,0.01933912704497108
0.1,k-Nearest Neighbours,50,0.8940505805918291,0.015930535182522916,0.9663268363880602,0.008135660948728127,0.9766015680500122,0.006895172144419125,0.8394708172855655,0.023202574423628507,0.8865666008550729,0.015509081612815627,0.8788109076096375,0.02241631251437687,0.8280463400010356,0.024078219991899647,0.9975433716871838,0.0003309739205505782,0.8280463400010356,0.024078219991899647
0.3,Logistic Regression,50,0.9665593220338983,0.00511122472502494,0.9945423728813558,0.0018373241293743836,0.9973728813559322,0.0012954560871085048,0.9624196882573163,0.006290072390269603,0.9665339065035199,0.00508932310402556,0.9648406492042025,0.006176907430420499,0.9633785582773189,0.006936665548317334,0.9992389296965816,0.00011738919918124178,0.9633785582773189,0.006936665548317334
0.3,k-Nearest Neighbours,50,0.9291186440677965,0.00621045315413596,0.9814067796610169,0.0037212983605608182,0.9860677966101694,0.003222068024240165,0.9131412196764666,0.012363290111246381,0.9282426764808375,0.00597364969934156,0.9420121504751319,0.009964956535736202,0.8984272206933264,0.0140016369674688,0.9983830118069124,0.0001352482554614518,0.8984272206933264,0.0140016369674688
0.5,Logistic Regression,50,0.971615889025482,0.00353685241135491,0.9959422381812624,0.0012851868187270575,0.9979355344879215,0.0009981577409204862,0.9695591661122966,0.005192144203937733,0.9716167881201393,0.0035331435219919994,0.9698824239105669,0.005400517974011471,0.9708269654627658,0.005078233101609383,0.9993524956321346,8.097705383761428e-05,0.9708269654627658,0.005078233101609383
0.5,k-Nearest Neighbours,50,0.9435165583087372,0.005340875436197346,0.9848163880012061,0.0023766001514493847,0.9882131828269187,0.0022286448718125407,0.9338347258357291,0.008748545642259627,0.9433070734619848,0.005437219167190044,0.953390508293698,0.00657817200072077,0.9215923361784363,0.010037100035687552,0.9987143235192886,0.00012452126854786783,0.9215923361784363,0.010037100035687552
0.7,Logistic Regression,50,0.9746549390497882,0.0028640566687338,0.9966366604491147,0.0008980558013250112,0.9984672613041665,0.0007162371380973722,0.9724878196154623,0.0036140916585930168,0.9746594674569671,0.00285606965542825,0.9723925957681392,0.004162369117797196,0.973862611552341,0.003340580700139902,0.9994214043171974,6.557016960448962e-05,0.973862611552341,0.003340580700139902
0.7,k-Nearest Neighbours,50,0.9485689474293706,0.0036584411655892447,0.986459400862227,0.001978490033593088,0.989285203096589,0.0017086769765511697,0.9420645620866607,0.005832691998716332,0.948364434941796,0.0036806545485662504,0.9578234397515419,0.004678852231447049,0.9313147233031063,0.007108292966258498,0.9988253724569371,8.422866638636496e-05,0.9313147233031063,0.007108292966258498
1.0,Logistic Regression,50,0.9778410632802027,0.002170098328802698,0.9973610505194338,0.0006182874359036618,0.9987389963898348,0.00047899686132881576,0.9762946060966484,0.003110257418099503,0.9778418668190487,0.0021761588084682534,0.9757098390235381,0.0033222633186993054,0.9777721395080521,0.003071848738943591,0.9994937983168245,4.975666736030297e-05,0.9777721395080521,0.003071848738943591
1.0,k-Nearest Neighbours,50,0.9538618375326112,0.002660885765596856,0.9886357455865667,0.0014918516568749854,0.9909696103169885,0.0013190551928694146,0.9499176864025687,0.004970540232052877,0.9536874915973901,0.0028384723503510688,0.9623504132890202,0.0037069098702958753,0.9410068289079622,0.005878493622323478,0.9989438265170162,6.351508348954379e-05,0.9410068289079622,0.005878493622323478
