train_fraction,classifier,n_folds_used,mean_top1_accuracy,std_top1_accuracy,mean_top2_accuracy,std_top2_accuracy,mean_top3_accuracy,std_top3_accuracy,mean_f1_macro,std_f1_macro,mean_f1_weighted,std_f1_weighted,mean_precision_macro,std_precision_macro,mean_recall_macro,std_recall_macro,mean_specificity_macro,std_specificity_macro,mean_balanced_accuracy,std_balanced_accuracy
0.1,Logistic Regression,50,0.9513200552821586,0.012774846480613408,0.9888079461644773,0.005065285703168527,0.994505883416644,0.003183994279936623,0.9307945584629596,0.02172909699865008,0.9499695762927272,0.013291190063304481,0.9431393656269027,0.019676643238785523,0.9309725195627209,0.0219392307738752,0.9988983494671234,0.000288669364971615,0.9309725195627209,0.0219392307738752
0.1,k-Nearest Neighbours,50,0.8866257217034138,0.016115774185529976,0.9614440526472146,0.009127626025241331,0.9729395125353587,0.00837896902562761,0.8252276884093428,0.027289945265324154,0.8791925641061321,0.01774918730549467,0.8642516572246325,0.026801392858962006,0.8155169840515027,0.027475520244564774,0.9974059459677082,0.0003891146074331432,0.8155169840515027,0.027475520244564774
0.3,Logistic Regression,50,0.9724406779661017,0.004797733910776096,0.9950338983050848,0.0019371216692243948,0.9981016949152542,0.0011682651895220158,0.9667744469640958,0.007642918048796395,0.9723529736473594,0.0047841355529690864,0.9707331382640738,0.0070825139368889765,0.9662154724066453,0.008022806909495537,0.9993740241951506,0.00010949282382682031,0.9662154724066453,0.008022806909495537
0.3,k-Nearest Neighbours,50,0.9250169491525423,0.006749847974441016,0.9766949152542372,0.004041661981264778,0.9834406779661018,0.0034036814911664313,0.8998980809481177,0.013135447969802148,0.9240436095478302,0.006875795528635216,0.9325505842237455,0.011085182062277864,0.8854178238792939,0.014741472086041478,0.9983073652022325,0.00015087776815048107,0.8854178238792939,0.014741472086041478
0.5,Logistic Regression,50,0.9776467564250624,0.0033899166431312646,0.9966439538240582,0.0014418096046044005,0.9985457143581195,0.0008837439701570386,0.9729343591246093,0.004613943215973276,0.9776226598464486,0.0033953286375019865,0.974986619642407,0.0046834732117134814,0.9724899319840762,0.004825846971604027,0.9994922690578165,7.719655262827203e-05,0.9724899319840762,0.004825846971604027
0.5,k-Nearest Neighbours,50,0.937648773428922,0.0051605633819333235,0.9814298798951779,0.0033435582681555645,0.9859147707261369,0.0025126875348678614,0.9210483152069717,0.009843790603281116,0.9378954225104509,0.005301770512632808,0.9454981007089917,0.008637499724553528,0.9072799367525322,0.010796018219372873,0.998604473023792,0.0001181803782729136,0.9072799367525322,0.010796018219372873
0.7,Logistic Regression,50,0.9808077647385924,0.0029831051395584284,0.9974720520111288,0.001000655246000935,0.9989467013076907,0.0005927181389564972,0.9768423900773542,0.004551055784881503,0.9807874833775717,0.0029833326958506267,0.9781988028078308,0.004504757848733019,0.9766941176269982,0.004686330946929231,0.9995636624552543,6.822097341310938e-05,0.9766941176269982,0.004686330946929231
0.7,k-Nearest Neighbours,50,0.9445009827530856,0.004010567400128356,0.9837207736143657,0.0019492593226590601,0.9877887936867445,0.0016205098235794896,0.930317910169078,0.008054079868730349,0.944371417020881,0.004473806976885859,0.949748676470167,0.006530873407019201,0.9181548764170945,0.008920693550057021,0.9987456509891668,9.97643603351956e-05,0.9181548764170945,0.008920693550057021
1.0,Logistic Regression,50,0.9833528609806532,0.0017982584805151974,0.9979763013185654,0.0006735145441498996,0.999100009035431,0.0005367642831361289,0.98018087238553,0.0030445888244810897,0.983359770771498,0.00179182362006872,0.9806670702681431,0.003037111626520022,0.9804319842349264,0.0029465835650436946,0.9996215037061931,4.113151495547514e-05,0.9804319842349264,0.0029465835650436946
1.0,k-Nearest Neighbours,50,0.9505313221162142,0.002822118296962321,0.9860019135982718,0.0017078538492577256,0.9891340567107076,0.0016242242487469309,0.9383406683616166,0.004583457697810988,0.9504814132330672,0.0029766936648373357,0.9543329820187256,0.0037176744980836536,0.9275229242137868,0.005476008751611404,0.9988808284087388,6.846560694564383e-05,0.9275229242137868,0.005476008751611404
